news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
Kay Hagan,,https://www.allsides.com/news-source/kay-hagan-0,http://www.kayhagan.com/,71,https://twitter.com/kayhagan,kayhagan,NA,1,NA,NA,NA,NA,NA,Kay Hagan.html,"Candidate, Campaign or Advocate",checked0,checked1,257,checked0,checked0,NA,na
Kay Hagan,,https://www.allsides.com/news-source/kay-hagan,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Kay Hagan.html,"Candidate, Campaign or Advocate",checked0,checked1,257,checked0,checked0,NA,na
Kelly Murphy,,https://www.allsides.com/news-source/kelly-murphy-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Kelly Murphy.html,Author,checked0,checked0,39,checked0,checked0,NA,Low or Initial Rating
Ken Catalino (cartoonist),,https://www.allsides.com/news-source/ken-catalino-cartoonist,NA,75,https://twitter.com/catalino_ken,catalino_ken,NA,1,NA,NA,NA,NA,NA,Ken Catalino (cartoonist).html,Author,checked0,checked1,86,checked0,checked0,NA,na
Kenosha News,LEFT-CENTER,https://www.allsides.com/news-source/kenosha-news-media-bias,https://www.kenoshanews.com/,73,https://twitter.com/Kenosha_News?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Kenosha_News,NA,1,NA,NA,NA,NA,NA,Kenosha News.html,News Media,checked0,checked0,69,checked0,checked0,NA,Low or Initial Rating
Kevin Kallaugher (cartoonist),,https://www.allsides.com/news-source/kevin-kallaugher-cartoonist,NA,72,https://twitter.com/kaltoons?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,kaltoons,NA,1,NA,NA,NA,NA,NA,Kevin Kallaugher (cartoonist).html,Author,checked0,checked1,108,checked0,checked0,NA,Low or Initial Rating
Kevin McLaughlin,,https://www.allsides.com/news-source/kevin-mclaughlin-media-bias,NA,74,https://twitter.com/kevkubernetes,KevKubernetes,NA,1,NA,NA,NA,1,"not sure that it is actually his twitter, because there were several with this name",Kevin McLaughlin.html,Author,checked0,checked0,16,checked0,checked0,NA,Low or Initial Rating
Kialo,,https://www.allsides.com/news-source/kialo-media-bias,https://www.kialo.com/,2707,https://twitter.com/kialo,Kialo,NA,1,NA,NA,NA,NA,NA,Kialo.html,Dialogue & Debate,checked0,checked1,139,checked0,checked0,NA,Low or Initial Rating
Kim Foxx,,https://www.allsides.com/news-source/kim-foxx-media-bias,NA,72,https://twitter.com/KimFoxx?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KimFoxx,NA,1,NA,NA,NA,NA,NA,Kim Foxx.html,"Candidate, Campaign or Advocate",checked0,checked0,39,checked0,checked0,NA,Low or Initial Rating
Kimberley A. Strassel,,https://www.allsides.com/news-source/kimberley-strassel,NA,75,https://twitter.com/kimstrassel,KimStrassel,NA,1,NA,NA,NA,NA,NA,Kimberley A. Strassel.html,Author,checked0,checked1,379,checked0,checked0,NA,na
Kirsten Powers,,https://www.allsides.com/news-source/kirsten-powers-media-bias,NA,72,https://twitter.com/KirstenPowers?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KirstenPowers,NA,1,NA,NA,NA,NA,NA,Kirsten Powers.html,Author,checked0,checked1,278,checked0,checked0,NA,Low or Initial Rating
KQED,LEFT-CENTER,https://www.allsides.com/news-source/kqed,http://KQED.org,73,https://twitter.com/KQED?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KQED,NA,1,NA,NA,NA,NA,NA,KQED.html,News Media,checked0,checked1,1102,checked0,checked0,NA,Low or Initial Rating
Kristin Hansen,,https://www.allsides.com/news-source/kristin-hansen-media-bias,NA,72,https://twitter.com/KHansen1724?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KHansen1724,NA,1,NA,NA,NA,1,"not sure that it is actually his twitter, because there were several with this name, also potentially this one - https://twitter.com/kristinjhansen",Kristin Hansen.html,Author,checked0,checked0,55,checked0,checked0,NA,Low or Initial Rating
KSL,LEAST BIASED,https://www.allsides.com/news-source/ksl,http://www.ksl.com/,75,https://twitter.com/KSLcom?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KSLcom,NA,1,KSLcom,NA,NA,NA,NA,KSL.html,News Media,checked0,checked1,1913,checked0,checked0,NA,Low or Initial Rating
Kwame Raoul,,https://www.allsides.com/news-source/kwame-raoul-media-bias,NA,72,https://twitter.com/KwameRaoul?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KwameRaoul,NA,1,1,NA,NA,NA,NA,Kwame Raoul.html,Author,checked0,checked0,46,checked0,checked0,NA,Low or Initial Rating
KWCH,LEAST BIASED,https://www.allsides.com/news-source/kwch-media-bias,http://kwch.com,73,https://twitter.com/KwameRaoul?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KwameRaoul,NA,1,NA,NA,NA,NA,NA,KWCH.html,News Media,checked0,checked0,43,checked0,checked0,NA,na
Kyle Smith,,https://www.allsides.com/news-source/kyle-smith-media-bias,https://www.nationalreview.com/author/kyle-smith/,74,https://twitter.com/KWCH12?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,KWCH12,NA,1,NA,NA,NA,NA,NA,Kyle Smith.html,Author,checked0,checked0,68,checked0,checked0,NA,Low or Initial Rating
Lalo Alcaraz (cartoonist),,https://www.allsides.com/news-source/lalo-alcaraz-cartoonist,NA,71,https://twitter.com/laloalcaraz,laloalcaraz,NA,1,NA,NA,NA,NA,NA,Lalo Alcaraz (cartoonist).html,Author,checked0,checked1,98,checked0,checked0,NA,na
Lanhee Chen,,https://www.allsides.com/news-source/lanhee-chen,NA,75,https://twitter.com/lanheechen?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,lanheechen,NA,1,NA,NA,NA,NA,NA,Lanhee Chen.html,Author,checked0,checked1,209,checked0,checked0,NA,Low or Initial Rating
Las Vegas Sun,LEFT-CENTER,https://www.allsides.com/news-source/las-vegas-sun,http://lasvegassun.com/,72,https://twitter.com/LasVegasSun?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,LasVegasSun,NA,1,NA,NA,NA,NA,NA,Las Vegas Sun.html,News Media,checked0,checked1,732,checked0,checked0,NA,Low or Initial Rating
Latino Rebels,,https://www.allsides.com/news-source/latino-rebels-media-bias,NA,71,https://twitter.com/latinorebels?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,latinorebels,NA,1,NA,NA,NA,NA,NA,Latino Rebels.html,News Media,checked0,checked1,90,checked0,checked0,NA,Low or Initial Rating
Laura Rose Junco,,https://www.allsides.com/news-source/laura-rose-junco-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Laura Rose Junco.html,Author,checked0,checked0,45,checked0,checked0,NA,Low or Initial Rating
Lauren Duca,,https://www.allsides.com/news-source/lauren-duca,NA,71,https://twitter.com/laurenduca,laurenduca,NA,1,NA,NA,NA,NA,NA,Lauren Duca.html,Author,checked0,checked1,218,checked0,checked0,NA,Low or Initial Rating
Law & Crime,LEFT-CENTER,https://www.allsides.com/news-source/law-crime-media-bias,https://lawandcrime.com/,73,https://twitter.com/lawcrimenews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,lawcrimenews,NA,1,NA,NA,NA,NA,NA,Law & Crime.html,News Media,checked0,checked1,103,checked0,checked0,NA,Low or Initial Rating
Lead Stories,,https://www.allsides.com/news-source/lead-stories-media-bias,https://leadstories.com/,73,https://twitter.com/LeadStoriesCom?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,LeadStoriesCom,NA,1,NA,NA,NA,NA,NA,Lead Stories.html,Fact Check,checked0,checked1,315,checked0,checked0,NA,Low or Initial Rating
Leafly,,https://www.allsides.com/news-source/leafly-media-bias,NA,71,https://twitter.com/Leafly?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Leafly,NA,1,NA,NA,NA,NA,NA,Leafly.html,News Media,checked0,checked0,50,checked0,checked0,NA,Low or Initial Rating
Leana Wen,,https://www.allsides.com/news-source/leana-wen-media-bias,NA,72,https://twitter.com/DrLeanaWen?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,DrLeanaWen,NA,1,NA,NA,NA,NA,NA,Leana Wen.html,Author,checked0,checked0,67,checked0,checked0,NA,Low or Initial Rating
Leesburg Today,,https://www.allsides.com/news-source/leesburg-today,http://www.leesburgtoday.com,74,https://twitter.com/leesburgtoday,leesburgtoday,NA,1,NA,NA,NA,NA,NA,Leesburg Today.html,News Media,checked0,checked1,544,checked0,checked0,NA,Low or Initial Rating
Left - Major Media Sources,,https://www.allsides.com/news-source/left-major-publications,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Left - Major Media Sources.html,News Media,checked0,checked1,1124,checked0,checked0,NA,na
Left Guest Commentaries,,https://www.allsides.com/news-source/left-guest-commentaries,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Left Guest Commentaries.html,Author,checked0,checked1,282,checked0,checked0,NA,na
"Left, Right & Center",,https://www.allsides.com/news-source/left-right-center-media-bias,https://www.kcrw.com/news/shows/left-right-center/show-tabs/about/tab-view,2707,https://twitter.com/lrckcrw,LRCkcrw,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Pitts Jr,,https://www.allsides.com/news-source/leonard-pitts-jr,NA,71,https://twitter.com/LeonardPittsJr1?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,LeonardPittsJr1,NA,1,NA,NA,NA,NA,NA,Leonard Pitts Jr.html,Author,checked0,checked1,239,checked0,checked0,NA,Low or Initial Rating
Let's Find Common Ground,,https://www.allsides.com/news-source/lets-find-common-ground-media-bias,https://commongroundcommittee.org/podcasts/,2707,https://twitter.com/commongroundcom,commongroundcom,NA,1,NA,NA,NA,1,it is a podcast inside the common ground committee,NA,NA,NA,NA,NA,NA,NA,NA,NA
LGBTQ Nation,LEFT,https://www.allsides.com/news-source/lgbtq-nation-media-bias,NA,71,https://twitter.com/lgbtqnation?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,lgbtqnation,NA,1,NA,NA,NA,NA,NA,LGBTQ Nation.html,News Media,checked0,checked1,370,checked0,checked0,NA,Low or Initial Rating
Lifehacker,LEFT-CENTER,https://www.allsides.com/news-source/lifehacker,http://www.lifehacker.com/,73,https://twitter.com/lifehacker?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,lifehacker,NA,1,NA,NA,NA,NA,NA,Lifehacker.html,News Media,checked0,checked1,866,checked0,checked0,NA,Low or Initial Rating
Lisa Benson (cartoonist),,https://www.allsides.com/news-source/lisa-benson-cartoonist,NA,75,https://twitter.com/lisamariebenson,lisamariebenson,NA,1,NA,NA,NA,1,not sure that it is actually hheris twitter,Lisa Benson (cartoonist).html,Author,checked0,checked1,153,checked0,checked0,NA,na
Lisa Gable,,https://www.allsides.com/news-source/lisa-gable-media-bias,NA,75,https://twitter.com/lisagable?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,lisagable,NA,1,NA,NA,NA,NA,NA,Lisa Gable.html,Author,checked0,checked1,171,checked0,checked0,NA,Low or Initial Rating
Listen First Project,,https://www.allsides.com/news-source/listen-first-project-media-bias,http://www.listenfirstproject.org/,2707,https://twitter.com/ListenFirstProj,ListenFirstProj,NA,1,listenfirstproject,NA,NA,NA,NA,Listen First Project.html,News Media,checked0,checked1,345,checked0,checked0,NA,High
Live Action News,RIGHT – CONSPIRACY AND PSEUDOSCIENCE,https://www.allsides.com/news-source/live-action-news,http://liveactionnews.org/,74,https://twitter.com/liveactionnews,liveactionnews,NA,1,liveactionorg,NA,NA,NA,NA,Live Action News.html,News Media,checked0,checked1,643,checked0,checked0,NA,Low or Initial Rating
Live Science,PRO-SCIENCE,https://www.allsides.com/news-source/live-science-media-bias,https://www.livescience.com/,73,https://twitter.com/LiveScience?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,LiveScience,NA,1,NA,NA,NA,NA,NA,Live Science.html,News Media,checked0,checked1,186,checked0,checked0,NA,Low or Initial Rating
Living Room Conversations,,https://www.allsides.com/news-source/living-room-conversations,http://www.livingroomconversations.org/,2707,https://twitter.com/LivingRoomConvo,LivingRoomConvo,NA,1,livingroomconvo,NA,NA,NA,NA,Living Room Conversations.html,Dialogue & Debate,checked0,checked1,2577,checked0,checked0,NA,High
Long Beach Press-Telegram,LEAST BIASED,https://www.allsides.com/news-source/long-beach-press-telegram-media-bias,https://www.presstelegram.com/,73,https://twitter.com/presstelegram?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,presstelegram,NA,1,NA,NA,NA,NA,NA,Long Beach Press-Telegram.html,News Media,checked0,checked0,58,checked0,checked0,NA,Low or Initial Rating
Longmont Times-Call,LEAST BIASED,https://www.allsides.com/news-source/longmont-times-call,http://www.timescall.com/,72,https://twitter.com/TimesCall?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TimesCall,NA,1,NA,NA,NA,NA,NA,Longmont Times-Call.html,News Media,checked0,checked1,444,checked0,checked0,NA,na
Lori Lightfoot,,https://www.allsides.com/news-source/lori-lightfoot-media-bias,NA,72,https://twitter.com/chicagosmayor?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,chicagosmayor,NA,1,NA,NA,1,NA,NA,Lori Lightfoot.html,"Candidate, Campaign or Advocate",checked0,checked1,82,checked0,checked0,NA,Medium
Los Angeles Daily News,RIGHT-CENTER,https://www.allsides.com/news-source/los-angeles-daily-news-media-bias,https://www.dailynews.com/,73,https://twitter.com/ladailynews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ladailynews,NA,1,NA,NA,NA,NA,NA,Los Angeles Daily News.html,News Media,checked0,checked1,135,checked0,checked0,NA,na
Los Angeles Times,LEFT-CENTER,https://www.allsides.com/news-source/los-angeles-times-bias,http://www.latimes.com/,72,https://twitter.com/@latimes,latimes,NA,1,latimes,NA,NA,NA,NA,Los Angeles Times.html,News Media,checked0,checked1,8633,checked0,checked0,NA,Low or Initial Rating
Louisville Courier-Journal,LEFT-CENTER,https://www.allsides.com/news-source/louisville-courier-journal,http://www.courier-journal.com/,72,https://twitter.com/courierjournal,courierjournal,NA,1,courierjournal,NA,NA,NA,NA,Louisville Courier-Journal.html,News Media,checked0,checked1,538,checked0,checked0,NA,Low or Initial Rating
Lucy Pinto,,https://www.allsides.com/news-source/lucy-pinto-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Lucy Pinto.html,Author,checked0,checked0,47,checked0,checked0,NA,Low or Initial Rating
Making Sense,,https://www.allsides.com/news-source/making-sense-media-bias,https://www.youtube.com/playlist?list=PLDtc_uppNe1oyTZ6HQc3jEU1Q0WRpTWGF,73,https://twitter.com/makingsensehq,MakingSenseHQ,NA,1,NA,NA,NA,NA,NA,Making Sense.html,News Media,checked0,checked0,63,checked0,checked0,NA,Low or Initial Rating
Malala Yousafzai,,https://www.allsides.com/news-source/malala-yousafzai-media-bias,NA,73,https://twitter.com/Malala?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Malala,NA,1,NA,NA,NA,NA,NA,Malala Yousafzai.html,Author,checked0,checked0,31,checked0,checked0,NA,Low or Initial Rating
Manhattan Institute,,https://www.allsides.com/news-source/manhattan-institute,http://www.manhattan-institute.org,74,https://twitter.com/ManhattanInst?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ManhattanInst,NA,1,NA,NA,NA,NA,NA,Manhattan Institute.html,Think Tank / Policy Group,checked0,checked1,694,checked0,checked0,NA,na
Marc A. Thiessen,,https://www.allsides.com/news-source/marc-thiessen,NA,75,https://twitter.com/marcthiessen?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,marcthiessen,NA,1,NA,NA,NA,NA,NA,Marc A. Thiessen.html,Author,checked0,checked1,737,checked0,checked0,NA,na
Marc Joffe,,https://www.allsides.com/news-source/marc-joffe-media-bias,https://reason.org/author/marc-joffe/,74,https://twitter.com/joffemd,joffemd,NA,1,NA,NA,NA,NA,NA,Marc Joffe.html,Author,checked0,checked0,23,checked0,checked0,NA,Low or Initial Rating
Marc Schulman,,https://www.allsides.com/news-source/marc-schulman-media-bias,NA,73,https://twitter.com/Multied?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Multied,NA,1,NA,NA,NA,NA,NA,Marc Schulman.html,Author,checked0,checked0,21,checked0,checked0,NA,Low or Initial Rating
Marcia Beckford,,https://www.allsides.com/news-source/marcia-beckford-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,1,maybe this one? https://twitter.com/marcia_mbs3,Marcia Beckford.html,Author,checked0,checked0,49,checked0,checked0,NA,Low or Initial Rating
Marijuana Moment,,https://www.allsides.com/news-source/marijuana-moment-media-bias,NA,72,https://twitter.com/MarijuanaMoment?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MarijuanaMoment,NA,1,NA,NA,NA,NA,NA,Marijuana Moment.html,News Media,checked0,checked1,83,checked0,checked0,NA,Low or Initial Rating
Mario Nicolais,,https://www.allsides.com/news-source/mario-nicolais-media-bias,https://www.marionicolais.com/,74,https://twitter.com/MarioNicolaiEsq?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MarioNicolaiEsq,NA,1,NA,NA,NA,NA,NA,Mario Nicolais.html,Author,checked0,checked0,39,checked0,checked0,NA,Low or Initial Rating
Mark Begich,,https://www.allsides.com/news-source/mark-begich-0,http://www.markbegich.com/,71,https://twitter.com/markbegich,MarkBegich,NA,1,NA,NA,NA,NA,NA,Mark Begich.html,Author,checked0,checked1,186,checked0,checked0,NA,na
Mark Begich,,https://www.allsides.com/news-source/mark-begich,http://www.markbegich.com/,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Mark Begich.html,Author,checked0,checked1,186,checked0,checked0,NA,na
Mark Gerzon,,https://www.allsides.com/news-source/mark-gerzon,NA,73,https://twitter.com/mark_gerzon,Mark_Gerzon,NA,1,NA,NA,NA,NA,NA,Mark Gerzon.html,Author,checked0,checked1,146,checked0,checked0,NA,Low or Initial Rating
Mark Hertsgaard,,https://www.allsides.com/news-source/mark-hertsgaard-media-bias,https://www.thenation.com/authors/mark-hertsgaard/,72,https://twitter.com/markhertsgaard?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,markhertsgaard,NA,1,NA,NA,NA,NA,NA,Mark Hertsgaard.html,Author,checked0,checked0,31,checked0,checked0,NA,Low or Initial Rating
Mark Mix,,https://www.allsides.com/news-source/mark-mix,NA,75,NA,NA,NA,0,NA,NA,NA,NA,NA,Mark Mix.html,Author,checked0,checked1,196,checked0,checked0,NA,na
Mark Morford,,https://www.allsides.com/news-source/morford-mark,NA,71,https://twitter.com/markmorford,markmorford,NA,1,NA,NA,NA,NA,NA,Mark Morford.html,Author,checked0,checked1,103,checked0,checked0,NA,na
Mark Pryor,,https://www.allsides.com/news-source/mark-prior,http://pryorforsenate.com/,71,https://twitter.com/PryorForSenate,PryorForSenate,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Udall,,https://www.allsides.com/news-source/mark-udall,http://markudall.com/,71,https://twitter.com/MarkUdall,MarkUdall,NA,1,markudall,NA,NA,NA,NA,Mark Udall.html,"Candidate, Campaign or Advocate",checked0,checked1,226,checked0,checked0,NA,na
MarketWatch,RIGHT-CENTER,https://www.allsides.com/news-source/marketwatch-media-bias,https://www.marketwatch.com/,73,https://twitter.com/@MarketWatch,MarketWatch,NA,1,marketwatch,NA,NA,NA,NA,MarketWatch.html,News Media,checked1,checked1,1445,checked0,checked0,NA,Medium
Marshall Ramsey (cartoonist),,https://www.allsides.com/news-source/marshall-ramsey-cartoonist,NA,73,https://twitter.com/marshallramsey,MarshallRamsey,NA,1,NA,NA,NA,NA,NA,Marshall Ramsey (cartoonist).html,Author,checked0,checked1,157,checked0,checked0,NA,na
Martin Luther King III,,https://www.allsides.com/news-source/martin-luther-king-iii-media-bias,NA,72,https://twitter.com/OfficialMLK3?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,OfficialMLK3,NA,1,NA,NA,NA,NA,NA,Martin Luther King III.html,Author,checked0,checked1,81,checked0,checked0,NA,Low or Initial Rating
Mary Landrieu,,https://www.allsides.com/news-source/mary-landrieu,http://www.marylandrieu.com/action/ready-to-fight-f,71,https://twitter.com/MaryLandrieu,MaryLandrieu,NA,1,marylandrieu,NA,NA,NA,NA,Mary Landrieu.html,"Candidate, Campaign or Advocate",checked0,checked1,293,checked0,checked0,NA,na
Mary O'Grady,,https://www.allsides.com/news-source/mary-ogrady,NA,75,https://twitter.com/MaryAnastasiaOG?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MaryAnastasiaOG,NA,1,NA,NA,NA,NA,NA,Mary O'Grady.html,Author,checked0,checked1,183,checked0,checked0,NA,na
Mashable,LEFT,https://www.allsides.com/news-source/mashable,NA,71,https://twitter.com/mashable?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mashable,NA,1,NA,NA,NA,NA,NA,Mashable.html,News Media,checked0,checked1,886,checked0,checked0,NA,Low or Initial Rating
Masih Alinejad,,https://www.allsides.com/news-source/masih-alinejad-media-bias,NA,73,https://twitter.com/AlinejadMasih?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,AlinejadMasih,NA,1,NA,NA,NA,NA,NA,Masih Alinejad.html,Author,checked0,checked1,82,checked0,checked0,NA,Low or Initial Rating
Matt Bors (cartoonist),,https://www.allsides.com/news-source/matt-bors-cartoonist,NA,71,https://twitter.com/mattbors,MattBors,NA,1,NA,NA,NA,NA,NA,Matt Bors (cartoonist).html,Author,checked0,checked1,99,checked0,checked0,NA,na
Matt Byrne,,https://www.allsides.com/news-source/matt-byrne-media-bias,NA,73,https://twitter.com/matt__byrne,MattByrnePPH,NA,1,NA,NA,NA,1,"pretty sure that it is his twitter account, but there are several people with such names",Matt Byrne.html,Author,checked0,checked0,32,checked0,checked0,NA,Low or Initial Rating
Matt Davies (cartoonist),,https://www.allsides.com/news-source/matt-davies-cartoonist,NA,71,https://twitter.com/MatttDavies?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MatttDavies,NA,1,NA,NA,NA,NA,NA,Matt Davies (cartoonist).html,Author,checked0,checked1,177,checked0,checked0,NA,na
Matt Drudge,,https://www.allsides.com/news-source/matt-drudge,NA,75,https://twitter.com/drudge,DRUDGE,NA,1,NA,NA,NA,1,has a verified account but does not have any tweets,Matt Drudge.html,Author,checked0,checked1,947,checked0,checked0,NA,Medium
Matt Lewis,,https://www.allsides.com/news-source/matt-lewis-media-bias,https://www.thedailybeast.com/author/matt-lewis,73,https://twitter.com/mattklewis?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mattklewis,NA,1,NA,NA,NA,NA,NA,Matt Lewis.html,Author,checked0,checked0,19,checked0,checked0,NA,Low or Initial Rating
Matt Towery,,https://www.allsides.com/news-source/matt-towery,NA,74,https://twitter.com/matttowery,MattTowery,NA,1,NA,NA,NA,NA,NA,Matt Towery.html,Author,checked0,checked1,137,checked0,checked0,NA,na
Matt Welch,,https://www.allsides.com/news-source/matt-welch,NA,74,https://twitter.com/MattWelch?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MattWelch,NA,1,NA,NA,NA,NA,NA,Matt Welch.html,Author,checked0,checked1,331,checked0,checked0,NA,Low or Initial Rating
Matt Wuerker (cartoonist),,https://www.allsides.com/news-source/matt-wuerker-cartoonist,NA,71,https://twitter.com/wuerker?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,wuerker,NA,1,NA,NA,NA,NA,NA,Matt Wuerker (cartoonist).html,Author,checked0,checked1,167,checked0,checked0,NA,na
Matthew Walther,,https://www.allsides.com/news-source/matthew-walther-media-bias,NA,74,https://twitter.com/matthewwalther?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,matthewwalther,NA,1,NA,NA,NA,NA,NA,Matthew Walther.html,Author,checked0,checked1,169,checked0,checked0,NA,Low or Initial Rating
Maureen Dowd,,https://www.allsides.com/news-source/maureen-dowd,NA,73,https://twitter.com/maureendowd,maureendowd,NA,1,NA,NA,NA,NA,NA,Maureen Dowd.html,Author,checked0,checked1,950,checked0,checked0,NA,Low or Initial Rating
Max Karlin,,https://www.allsides.com/news-source/max-karlin-media-bias,NA,74,NA,NA,NA,0,NA,NA,NA,1,"several people with the same name, hard to know which one is his, or does he even have an account",Max Karlin.html,Author,checked0,checked0,49,checked0,checked0,NA,Low or Initial Rating
McClatchyDC,LEFT-CENTER,https://www.allsides.com/news-source/mcclatchydc-media-bias,NA,73,https://twitter.com/McClatchyDC,McClatchyDC,NA,1,NA,NA,NA,NA,NA,McClatchyDC.html,News Media,checked0,checked1,297,checked0,checked0,NA,Low or Initial Rating
Media Matters,LEFT,https://www.allsides.com/news-source/media-matters-bias,https://www.mediamatters.org/,71,https://twitter.com/mmfa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mmfa,NA,1,NA,NA,NA,NA,NA,Media Matters.html,News Media,checked0,checked1,4880,checked0,checked0,NA,High
Media Research Center,RIGHT,https://www.allsides.com/news-source/media-research-center,https://www.mrc.org/,75,https://twitter.com/theMRC?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,theMRC,NA,1,NA,NA,NA,NA,NA,Media Research Center.html,News Media,checked0,checked1,3163,checked0,checked0,NA,High
Media Village,,https://www.allsides.com/news-source/media-village-media-bias,https://www.mediavillage.com/,73,https://twitter.com/MediaVillageCom?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MediaVillageCom,NA,1,NA,NA,NA,NA,NA,Media Village.html,News Media,checked0,checked0,14,checked0,checked0,NA,Low or Initial Rating
Mediaite,LEFT,https://www.allsides.com/news-source/mediaite-bias,http://www.mediaite.com/,72,https://twitter.com/@mediaite,mediaite,NA,1,mediaite,NA,NA,NA,NA,Mediaite.html,News Media,checked0,checked1,1905,checked0,checked0,NA,Low or Initial Rating
