news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
Boston Herald,RIGHT-CENTER,https://www.allsides.com/news-source/boston-herald-media-bias,NA,74,https://twitter.com/bostonherald?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,bostonherald,NA,1,NA,NA,NA,NA,NA,Boston Herald.html,News Media,checked0,checked1,1151,checked0,checked0,NA,Low or Initial Rating
Boston Herald Editorial,,https://www.allsides.com/news-source/boston-herald-editorial-media-bias,NA,74,https://twitter.com/bostonherald?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,bostonherald,NA,1,NA,NA,NA,NA,NA,Boston Herald Editorial.html,News Media,checked1,checked1,666,checked0,checked0,NA,Low or Initial Rating
Boston Review,LEFT,https://www.allsides.com/news-source/boston-review-media-bias,https://www.bostonreview.net/,72,https://twitter.com/BostonReview?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BostonReview,NA,1,NA,NA,NA,NA,NA,Boston Review.html,News Media,checked0,checked1,166,checked0,checked0,NA,Low or Initial Rating
Bowling Green Daily News,,https://www.allsides.com/news-source/bowling-green-daily-news,http://www.bgdailynews.com/,72,https://twitter.com/bgdailynews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,bgdailynews,NA,1,NA,NA,NA,NA,NA,Bowling Green Daily News.html,News Media,checked0,checked1,1374,checked0,checked0,NA,Low or Initial Rating
Brad Parscale,,https://www.allsides.com/news-source/brad-parscale-media-bias,NA,75,https://twitter.com/parscale,parscale,NA,1,NA,NA,NA,NA,NA,Brad Parscale.html,Author,checked0,checked1,145,checked0,checked0,NA,Low or Initial Rating
Brad Raffensperger,,https://www.allsides.com/news-source/brad-raffensperger-media-bias,NA,74,https://twitter.com/GaSecofState?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,GaSecofState,NA,1,NA,NA,1,NA,NA,Brad Raffensperger.html,Author,checked0,checked0,60,checked0,checked0,NA,Low or Initial Rating
Brandon Rennels,,https://www.allsides.com/news-source/brandon-rennels-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Brandon Rennels.html,Author,checked0,checked0,67,checked0,checked0,NA,Low or Initial Rating
Braver Angels,,https://www.allsides.com/news-source/braver-angels-media-bias-0,https://braverangels.org/,2707,https://twitter.com/braverangels?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,braverangels,NA,1,NA,NA,NA,NA,NA,Braver Angels.html,Author,checked0,checked0,7,checked0,checked0,NA,Low or Initial Rating
Braver Angels,,https://www.allsides.com/news-source/braver-angels-media-bias,https://braverangels.org/our,2707,https://twitter.com/braverangels?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,braverangels,NA,1,NA,NA,NA,NA,NA,Braver Angels.html,Author,checked0,checked0,7,checked0,checked0,NA,Low or Initial Rating
Breitbart Fact Check,,https://www.allsides.com/news-source/breitbart-fact-check-media-bias,https://www.breitbart.com/tag/fact-check/,75,https://twitter.com/BreitbartNews,BreitbartNews,NA,1,NA,NA,NA,NA,NA,Breitbart Fact Check.html,Fact Check,checked1,checked1,249,checked0,checked0,NA,Medium
Breitbart News,RIGHT,https://www.allsides.com/news-source/breitbart,http://www.breitbart.com/,75,https://twitter.com/BreitbartNews,BreitbartNews,NA,1,wearebreitbart,NA,NA,NA,NA,Breitbart News.html,News Media,checked1,checked1,51367,checked1,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,High
Brendan O'Hare,,https://www.allsides.com/news-source/brendan-ohare-media-bias,NA,72,https://twitter.com/brendohare,brendohare,NA,1,brendohare,NA,NA,NA,NA,Brendan O'Hare.html,Humor & Satire,checked0,checked0,32,checked0,checked0,NA,Low or Initial Rating
Brent Bozell,,https://www.allsides.com/news-source/brent-bozell,NA,75,https://twitter.com/BrentBozell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BrentBozell,NA,1,NA,NA,NA,NA,NA,Brent Bozell.html,Author,checked0,checked1,694,checked0,checked0,NA,High
Bret Stephens,,https://www.allsides.com/news-source/bret-stephens,NA,74,https://twitter.com/bretstephen_nyt,BretStephen_NYT,NA,1,NA,NA,NA,NA,NA,Bret Stephens.html,Author,checked0,checked1,791,checked0,checked0,NA,na
Bret Weinstein's DarkHorse Podcast,,https://www.allsides.com/news-source/bret-weinsteins-darkhorse-podcast-media-bias,https://www.youtube.com/c/BretWeinsteinDarkHorse/playlists,73,https://twitter.com/BretWeinstein?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BretWeinstein,NA,1,NA,NA,NA,NA,NA,Bret Weinstein's DarkHorse Podcast.html,Video Source,checked0,checked1,105,checked0,checked0,NA,Low or Initial Rating
Bridge Alliance,,https://www.allsides.com/news-source/bridge-alliance-media-bias,https://www.bridgealliance.us/,72,https://twitter.com/BrdgAllianceUS,BrdgAllianceUS,NA,1,NA,NA,NA,NA,NA,Bridge Alliance.html,Think Tank / Policy Group,checked0,checked1,82,checked0,checked0,NA,Medium
Bridgemi.com,LEFT-CENTER,https://www.allsides.com/news-source/bridgemicom-media-bias,NA,73,https://twitter.com/BridgeMichigan?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BridgeMichigan,NA,1,NA,NA,NA,NA,NA,Bridgemi.com.html,News Media,checked0,checked1,328,checked0,checked0,NA,Low or Initial Rating
Brookings Institution,,https://www.allsides.com/news-source/brookings-institute,https://www.brookings.edu/,73,https://twitter.com/BrookingsInst?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BrookingsInst,NA,1,NA,NA,NA,NA,NA,Brookings Institution.html,Think Tank / Policy Group,checked0,checked1,4675,checked0,checked0,NA,na
Brown Girl Magazine,,https://www.allsides.com/news-source/brown-girl-magazine-media-bias,NA,71,https://twitter.com/BrownGirlMag?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BrownGirlMag,NA,1,NA,NA,NA,NA,NA,Brown Girl Magazine.html,News Media,checked0,checked1,215,checked0,checked0,NA,Low or Initial Rating
Brownstone Institute,RIGHT,https://www.allsides.com/news-source/brownstone-institute-media-bias,https://brownstone.org/,75,https://twitter.com/brownstoneinst?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,brownstoneinst,NA,1,NA,NA,NA,NA,NA,Brownstone Institute.html,News Media,checked0,checked0,22,checked0,checked0,NA,Low or Initial Rating
Bruce Braley,,https://www.allsides.com/news-source/bruce-braley,http://www.brucebraley.com,71,https://twitter.com/brucebraley,BruceBraley,NA,1,NA,NA,NA,NA,NA,Bruce Braley.html,"Candidate, Campaign or Advocate",checked0,checked1,424,checked0,checked0,NA,na
Bruce Yandle,,https://www.allsides.com/news-source/bruce-yandle-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Bruce Yandle.html,Author,checked0,checked0,65,checked0,checked0,NA,Low or Initial Rating
Business Insider,,https://www.allsides.com/news-source/business-insider,http://www.businessinsider.com/,73,https://twitter.com/businessinsider,businessinsider,NA,1,businessinsider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bustle,LEFT-CENTER,https://www.allsides.com/news-source/bustle,http://www.bustle.com/,72,https://twitter.com/bustle,bustle,NA,1,bustle,NA,NA,NA,NA,Bustle.html,News Media,checked0,checked1,1785,checked0,checked0,NA,Low or Initial Rating
BuzzFeed News,LEFT-CENTER,https://www.allsides.com/news-source/buzzfeed-media-bias,http://buzzfeednews.com,71,https://twitter.com/BuzzFeedNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,BuzzFeedNews,NA,1,buzzfeednews,NA,NA,NA,NA,BuzzFeed News.html,News Media,checked1,checked1,34546,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
Byron Donalds,,https://www.allsides.com/news-source/byron-donalds-media-bias,NA,74,https://twitter.com/RepDonaldsPress,RepDonaldsPress,NA,1,NA,NA,1,NA,NA,Byron Donalds.html,Author,checked0,checked0,34,checked0,checked0,NA,Low or Initial Rating
Byron Donalds,,https://www.allsides.com/news-source/byron-donalds-media-bias-0,NA,74,https://twitter.com/ByronDonalds?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ByronDonalds,NA,1,NA,NA,1,NA,NA,Byron Donalds.html,Author,checked0,checked0,34,checked0,checked0,NA,Low or Initial Rating
C-SPAN,LEAST BIASED,https://www.allsides.com/news-source/c-span,http://www.c-span.org/,73,https://twitter.com/@cspan,cspan,NA,1,cspan,NA,NA,NA,NA,C-SPAN.html,News Media,checked0,checked1,5538,checked0,checked0,NA,Medium
Cal Thomas,,https://www.allsides.com/news-source/cal-thomas-media-bias,NA,75,https://twitter.com/calthomas,CalThomas,NA,1,NA,NA,NA,NA,NA,Cal Thomas.html,Author,checked0,checked0,63,checked0,checked0,NA,Low or Initial Rating
CalMatters,LEAST BIASED,https://www.allsides.com/news-source/calmatters,http://calmatters.org/,73,https://twitter.com/CalMatters?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CalMatters,NA,1,NA,NA,NA,NA,NA,CalMatters.html,News Media,checked0,checked1,1559,checked0,checked0,NA,Low or Initial Rating
CalWatchdog,LEFT-CENTER,https://www.allsides.com/news-source/calwatchdog,http://www.calwatchdog.com/,73,https://twitter.com/calwatchdog,CalWatchdog,NA,1,NA,NA,NA,NA,NA,CalWatchdog.html,News Media,checked0,checked1,1260,checked0,checked0,NA,Medium
Capital Research Center,,https://www.allsides.com/news-source/capital-research-center-media-bias,https://capitalresearch.org/,74,https://twitter.com/capitalresearch?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,capitalresearch,NA,1,NA,NA,NA,NA,NA,Capital Research Center.html,Think Tank / Policy Group,checked0,checked1,160,checked0,checked0,NA,Medium
Care2,LEFT,https://www.allsides.com/news-source/care-2,http://www.care2.com,71,https://twitter.com/Care2?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Care2,NA,1,NA,NA,NA,NA,NA,Care2.html,News Media,checked0,checked1,1372,checked0,checked0,NA,High
Carnegie Endowment for International Peace,,https://www.allsides.com/news-source/carnegie-endowment-international-peace,http://carnegieendowment.org,73,https://twitter.com/CarnegieEndow?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CarnegieEndow,NA,1,NA,NA,NA,NA,NA,Carnegie Endowment for International Peace.html,Think Tank / Policy Group,checked0,checked1,958,checked0,checked1,Third-Party Analysis: UCLA 2005,na
Carrie Lukas,,https://www.allsides.com/news-source/carrie-lukas,NA,75,https://twitter.com/carrielukas?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,carrielukas,NA,1,NA,NA,NA,NA,NA,Carrie Lukas.html,Author,checked0,checked1,501,checked0,checked0,NA,na
Cathy Young,,https://www.allsides.com/news-source/cathy-young-media-bias,NA,74,https://twitter.com/CathyYoung63?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CathyYoung63,NA,1,NA,NA,NA,NA,NA,Cathy Young.html,Author,checked0,checked1,216,checked0,checked0,NA,Low or Initial Rating
Cato Institute,,https://www.allsides.com/news-source/cato-institute,http://www.cato.org,74,https://twitter.com/CatoInstitute?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CatoInstitute,NA,1,NA,NA,NA,NA,NA,Cato Institute.html,Think Tank / Policy Group,checked0,checked1,2981,checked0,checked0,NA,na
CBN,RIGHT,https://www.allsides.com/news-source/cbn,http://www.cbn.com/,75,https://twitter.com/cbnonline,CBNOnline,CBNNews,1,cbnnews,christianbroadcastingnetwork,NA,NA,NA,CBN.html,News Media,checked0,checked1,10599,checked0,checked0,NA,Medium
CBS News (Online),LEFT-CENTER,https://www.allsides.com/news-source/cbs-news-media-bias,http://www.cbsnews.com/,72,https://twitter.com/CBSNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CBSNews,NA,1,cbsnews,NA,NA,NA,NA,CBS News (Online).html,News Media,checked0,checked1,31612,checked1,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
Center - Major Media Sources,,https://www.allsides.com/news-source/center-major-media-sources,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Center - Major Media Sources.html,News Media,checked0,checked1,1365,checked0,checked0,NA,na
Center For American Progress,,https://www.allsides.com/news-source/center-american-progress,http://www.americanprogress.org,72,https://twitter.com/amprog,amprog,NA,1,americanprogress,NA,NA,NA,NA,Center For American Progress.html,Think Tank / Policy Group,checked0,checked1,2924,checked0,checked0,NA,na
Center for Defense Information,,https://www.allsides.com/news-source/center-defense-information,NA,72,https://twitter.com/POGOwatchdog,POGOwatchdog,NA,1,NA,NA,NA,NA,NA,Center for Defense Information.html,,checked0,checked1,370,checked0,checked0,NA,na
Center for Media & Democracy PR Watch,,https://www.allsides.com/news-source/center-media-democracy-pr-watch,http://www.prwatch.org,72,https://twitter.com/exposedbycmd,EXPOSEDbyCMD,NA,1,NA,NA,NA,NA,NA,Center for Media & Democracy PR Watch.html,Think Tank / Policy Group,checked0,checked1,687,checked0,checked0,NA,na
Center for Public Integrity,LEFT-CENTER,https://www.allsides.com/news-source/center-public-integrity,http://www.publicintegrity.org/,72,https://twitter.com/publicintegrity?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,publicintegrity,NA,1,publicintegrity,NA,NA,NA,NA,Center for Public Integrity.html,News Media,checked0,checked1,1676,checked0,checked0,NA,na
Center for Responsive Politics,,https://www.allsides.com/news-source/center-responsive-politics,NA,72,https://twitter.com/OpenSecretsDC?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,OpenSecretsDC,NA,1,NA,NA,NA,NA,NA,Center for Responsive Politics.html,,checked0,checked1,561,checked0,checked0,NA,na
Center for Strategic and Budgetary Assessments,,https://www.allsides.com/news-source/cent-strategic-and-budgetary-assessments,NA,74,https://twitter.com/csba_,CSBA_,NA,1,NA,NA,NA,NA,NA,Center for Strategic and Budgetary Assessments.html,Think Tank / Policy Group,checked0,checked1,907,checked0,checked0,NA,na
Center for Strategic and International Studies,,https://www.allsides.com/news-source/center-strategic-and-international-studies,NA,73,https://twitter.com/CSIS?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CSIS,NA,1,NA,NA,NA,NA,NA,Center for Strategic and International Studies.html,,checked0,checked1,1187,checked0,checked0,NA,na
Center on Budget and Policy Priorities,,https://www.allsides.com/news-source/center-budget-and-policy-priorities-0,http://www.cbpp.org,71,https://twitter.com/CenterOnBudget?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CenterOnBudget,NA,1,NA,NA,NA,NA,NA,Center on Budget and Policy Priorities.html,Think Tank / Policy Group,checked0,checked1,1539,checked0,checked0,NA,na
Centre View,,https://www.allsides.com/news-source/centre-view,http://www.centre-view.com,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Centre View.html,News Media,checked0,checked1,1374,checked0,checked0,NA,na
Chan Lowe (cartoonist),,https://www.allsides.com/news-source/chan-lowe-cartoonist,NA,71,https://twitter.com/chanlowe,Chanlowe,NA,1,NA,NA,NA,NA,NA,Chan Lowe (cartoonist).html,Author,checked0,checked1,512,checked0,checked0,NA,na
Charles Blow,,https://www.allsides.com/news-source/charles-blow,NA,72,https://twitter.com/CharlesMBlow?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,CharlesMBlow,NA,1,NA,NA,NA,NA,NA,Charles Blow.html,Author,checked0,checked1,788,checked0,checked0,NA,Low or Initial Rating
Charles Krauthammer,,https://www.allsides.com/news-source/charles-krauthammer,NA,74,https://twitter.com/krauthammer,krauthammer,NA,1,NA,NA,NA,NA,NA,Charles Krauthammer.html,Author,checked0,checked1,1591,checked0,checked0,NA,na
Charles Lane,,https://www.allsides.com/news-source/charles-lane-media-bias,NA,73,https://twitter.com/_charleslane,_charleslane,NA,1,NA,NA,NA,NA,NA,Charles Lane.html,Author,checked0,checked1,166,checked0,checked0,NA,Low or Initial Rating
Charlie Kirk,,https://www.allsides.com/news-source/charlie-kirk-media-bias,NA,75,https://twitter.com/charliekirk11?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,charliekirk11,NA,1,NA,NA,NA,NA,NA,Charlie Kirk.html,Author,checked0,checked1,565,checked0,checked0,NA,Low or Initial Rating
Check Your Fact,,https://www.allsides.com/news-source/check-your-fact-media-bias,https://checkyourfact.com/,73,https://twitter.com/check_your_fact,Check_Your_Fact,NA,1,NA,NA,NA,NA,NA,Check Your Fact.html,Fact Check,checked1,checked1,421,checked0,checked0,NA,Low or Initial Rating
Chicago Booth Initiative on Global Markets,,https://www.allsides.com/news-source/chicago-booth,http://www.igmchicago.org/,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,Chicago Booth Initiative on Global Markets.html,Reference,checked0,checked1,530,checked0,checked0,NA,Low or Initial Rating
Chicago Crusader,,https://www.allsides.com/news-source/chicago-crusader-media-bias,NA,71,https://twitter.com/thechicrusader,TheChiCrusader,NA,1,NA,NA,NA,NA,NA,Chicago Crusader.html,News Media,checked0,checked1,111,checked0,checked0,NA,Low or Initial Rating
Chicago Defender,,https://www.allsides.com/news-source/chicago-defender-media-bias,NA,71,https://twitter.com/ChiDefender?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ChiDefender,NA,1,NA,NA,NA,NA,NA,Chicago Defender.html,News Media,checked0,checked1,178,checked0,checked0,NA,Low or Initial Rating
Chicago Sun-Times,LEFT-CENTER,https://www.allsides.com/news-source/chicago-sun-times,http://chicago.suntimes.com/,72,https://twitter.com/Suntimes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Suntimes,NA,1,NA,NA,NA,NA,NA,Chicago Sun-Times.html,News Media,checked0,checked1,1850,checked0,checked0,NA,Medium
Chicago Tribune,RIGHT-CENTER,https://www.allsides.com/news-source/chicago-tribune,http://www.chicagotribune.com/,73,https://twitter.com/chicagotribune?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,chicagotribune,NA,1,chicagotribune,NA,NA,NA,NA,Chicago Tribune.html,News Media,checked0,checked1,6054,checked0,checked0,NA,Low or Initial Rating
Children's Defense Fund,,https://www.allsides.com/news-source/childrens-defense-fund,http://www.childrensdefense.org,71,https://twitter.com/ChildDefender?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ChildDefender,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chip Bok (cartoonist),,https://www.allsides.com/news-source/chip-bok-cartoonist,NA,75,https://twitter.com/bokbluster,bokbluster,NA,1,NA,NA,NA,NA,NA,Chip Bok (cartoonist).html,Author,checked0,checked1,437,checked0,checked0,NA,na
Chris Britt (cartoonist),,https://www.allsides.com/news-source/chris-britt-cartoonist,NA,73,https://twitter.com/chrisbritt01,chrisbritt01,NA,1,NA,NA,NA,NA,NA,Chris Britt (cartoonist).html,Author,checked0,checked1,370,checked0,checked0,NA,na
Chris Ruddy,,https://www.allsides.com/news-source/chris-ruddy,NA,75,https://twitter.com/chrisruddynmx,ChrisRuddyNMX,NA,1,NA,NA,NA,NA,NA,Chris Ruddy.html,Author,checked0,checked1,517,checked0,checked0,NA,Low or Initial Rating
Chris Wallace,,https://www.allsides.com/news-source/chris-wallace-media-bias,NA,73,https://twitter.com/FoxNewsSunday?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FoxNewsSunday,NA,1,NA,NA,NA,NA,NA,Chris Wallace.html,Author,checked0,checked1,616,checked0,checked0,NA,Low or Initial Rating
Christian Coalition,,https://www.allsides.com/news-source/christian-coalition,NA,74,https://twitter.com/ccoalition,ccoalition,NA,1,NA,NA,NA,NA,NA,Christian Coalition.html,,checked0,checked1,518,checked0,checked0,NA,na
Christian Science Monitor,LEAST BIASED,https://www.allsides.com/news-source/christian-science-monitor,http://www.csmonitor.com/,73,https://twitter.com/csmonitor?,csmonitor,NA,1,csmonitor,NA,NA,NA,NA,Christian Science Monitor.html,News Media,checked0,checked1,35309,checked0,checked0,NA,High
Christiane Amanpour,,https://www.allsides.com/news-source/christiane-amanpour,NA,72,https://twitter.com/amanpour,amanpour,NA,1,NA,NA,NA,NA,NA,Christiane Amanpour.html,Author,checked0,checked1,1454,checked0,checked0,NA,Low or Initial Rating
