"","X.x","image","img_name_noext","clusterid","selected","tweet_id","X.y","author_id","text","created_at.x","location","name","username","actor","allsides_url","bias_rating","ideology"
"145",858,"1061735332473909250.jpg","1061735332473909250",3,1,"1061735332473909250",209,7424642,"U.S.-bound migrant caravan heads to central Mexican city of Irapuato  https://t.co/C0dSQU2CNg https://t.co/ofpghAQkUG","2018-11-11T21:40:04.000Z","Tokyo","The Japan Times","japantimes","News Media","https://www.allsides.com/news-source/japan-times-media-bias",73,"Moderate"
"146",865,"1065478757618774016.jpg","1065478757618774016",0,1,"1065478757618774016",3063,16935292,"DHS Secretary Kirstjen Nielsen Warns Migrant Caravan over Asylum https://t.co/hDsofKRHxD https://t.co/wkwdQKheQ1","2018-11-22T05:35:06.000Z","New York","Democracy Now!","democracynow",NA,NA,NA,NA
"147",871,"1219780709600124929.jpg","1219780709600124929",4,1,"1219780709600124929",3367,1652541,"Mexico says halted migrant caravan that entered country illegally https://t.co/ALuV98nHbr https://t.co/1MIT1Odamt","2020-01-22T00:35:58.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"148",877,"990688425744494594.jpg","990688425744494594",0,1,"990688425744494594",1776,15012486,"Packed into five old school buses, hundreds of Central American migrants arrived at the U.S. border for a rally, to be followed by a planned mass attempt to apply for asylum. https://t.co/1jlGdB1Bz3 https://t.co/GUxBgzqzXB","2018-04-29T20:25:01.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"149",891,"1057050341114490880_3.jpg","1057050341114490880_3",2,1,"1057050341114490880",1245,110396781,"U.S. Customs and Border Protection police in riot gear are conducting drills on bridges between the U.S. and Mexico in anticipation of a migrant caravan. The bridges are legal ports of entry where people can apply for asylum. https://t.co/2qqvVF5pS2","2018-10-29T23:23:35.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"150",892,"1066767924118151169.jpg","1066767924118151169",0,1,"1066767924118151169",674,14662354,"Elijah Cummings says U.S. must let caravan migrants enter: ‘That’s the law’ https://t.co/drlP3T1pGU https://t.co/4p29NcujzO","2018-11-25T18:57:47.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"151",893,"987299880308703241.jpg","987299880308703241",2,1,"987299880308703241",4373,2884771,"Migrant caravan asylum seekers are already being 'illegally' turned away at the U.S. border, a rights group says https://t.co/vfyD0HHu0x https://t.co/jsKypiazys","2018-04-20T12:00:09.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"152",900,"1057050341114490880_2.jpg","1057050341114490880_2",2,1,"1057050341114490880",1245,110396781,"U.S. Customs and Border Protection police in riot gear are conducting drills on bridges between the U.S. and Mexico in anticipation of a migrant caravan. The bridges are legal ports of entry where people can apply for asylum. https://t.co/2qqvVF5pS2","2018-10-29T23:23:35.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"153",905,"1063245389237813248.jpg","1063245389237813248",0,1,"1063245389237813248",3475,1652541,"Get out!' Some Mexico border residents reject migrant arrivals https://t.co/H1Fh0kRS6p https://t.co/wIiPWTlmH3","2018-11-16T01:40:29.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"154",909,"981157134367850496.jpg","981157134367850496",0,1,"981157134367850496",1914,18956073,"Rand Paul on the migrant caravan: ""They should be stopped at the border"" https://t.co/RumeOhfrOM https://t.co/10bSds57PO","2018-04-03T13:11:04.000Z","Washington, DC","Washington Examiner","dcexaminer","News Media","https://www.allsides.com/news-source/washington-examiner",74,"Moderate
Conservative"
"155",915,"1057828869456171008.jpg","1057828869456171008",4,1,"1057828869456171008",4546,39308549,"Border Patrol Union Chief Breaks Down the Loopholes Illegal Immigrants Are Taking Advantage Of To Stay In The U.S. [VIDEO] https://t.co/hj8SCZHSc4 https://t.co/JeE0bQmxsi","2018-11-01T02:57:10.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"156",923,"1062406868927213574.jpg","1062406868927213574",2,1,"1062406868927213574",2033,27027979,"Mattis to visit border troops on Wednesday as migrant caravan shifts direction. 
https://t.co/RL4MXeWGu8 https://t.co/ip5aXJDLLL","2018-11-13T18:08:30.000Z",NA,"Military Times","MilitaryTimes","News Media","https://www.allsides.com/news-source/military-times-media-bias",73,"Moderate"
"157",924,"1061798493092790272.jpg","1061798493092790272",2,1,"1061798493092790272",2035,9763482,"Thousands of troops waiting at southern border for migrant caravan still hundreds of miles away https://t.co/HcXwHnaY8T https://t.co/4XSRpsfn8W","2018-11-12T01:51:02.000Z","New York / fb.com/nydailynews","New York Daily News","NYDailyNews","News Media","https://www.allsides.com/news-source/new-york-daily-news",71,"  Very
Liberal"
"158",932,"1054040615141355521.jpg","1054040615141355521",2,1,"1054040615141355521",4329,17348525,"Despite Mexican efforts to stop them at the border, a growing throng of Central American migrants - now at about 5,000 people - resumed their walk toward the U.S. border this morning. https://t.co/boGwtly0mt https://t.co/KX82tOGRzU","2018-10-21T16:04:00.000Z","Minneapolis, MN","Star Tribune","StarTribune","News Media","https://www.allsides.com/news-source/star-tribune-media-bias",72," Moderate
Liberal"
"159",934,"1054529759961587712.jpg","1054529759961587712",3,1,"1054529759961587712",1796,14662354,"Trump fails to make caravan a campaign issue: ‘His base may believe it but most others will not’ https://t.co/4SMGRRNYVF https://t.co/pFgVvFxyhn","2018-10-23T00:27:41.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"160",939,"1062412677526577154_4.jpg","1062412677526577154_4",2,1,"1062412677526577154",5220,62872266,"Photos: Members of the migrant caravan arrive on the outskirts of Tijuana, Mexico on Tuesday. The group of 350 migrants traveled in 9 buses on the last part of the trip from Hermosillo, Sonora. https://t.co/514TAxmBG9 https://t.co/MsvvaxhcFQ","2018-11-13T18:31:35.000Z","Coachella Valley","The Desert Sun","MyDesert","News Media","https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias",73,"Moderate"
"161",941,"990236949842718720.jpg","990236949842718720",1,1,"990236949842718720",2560,759251,"3000 miles. Sickness. Trains of trash. A 27-year-old pregnant mother of two recounts fleeing from Honduras alongside the ""migrant caravan"" of travelers across Mexico toward the United States https://t.co/btnxrvirVf https://t.co/fG0Q2e7GEs","2018-04-28T14:31:01.000Z",NA,"CNN","CNN","News Media","https://www.allsides.com/news-source/cnn-media-bias",71,"  Very
Liberal"
"162",944,"1066820837020483587.jpg","1066820837020483587",2,1,"1066820837020483587",1998,9763482,"PHOTOS: First group in migrant caravan approaches San Ysidro entry point as border agents fire tear gas
https://t.co/tOQckyNRtd https://t.co/8bNpossPMf","2018-11-25T22:28:02.000Z","New York / fb.com/nydailynews","New York Daily News","NYDailyNews","News Media","https://www.allsides.com/news-source/new-york-daily-news",71,"  Very
Liberal"
"163",961,"1067999864267710466.jpg","1067999864267710466",1,1,"1067999864267710466",1978,19417492,"Border Patrol Arrests MS-13 Member Who Traveled with Caravan https://t.co/Ai8KbcbqbZ https://t.co/UFTik57dvF","2018-11-29T04:33:04.000Z","New York","National Review","NRO",NA,NA,NA,NA
"164",977,"1056999048757080070.jpg","1056999048757080070",1,1,"1056999048757080070",3952,6577642,"A day in the life of the migrant caravan in Mexico: https://t.co/j7cG3dDT0q https://t.co/hbkFVGuWq6","2018-10-29T19:59:45.000Z","Washington, D.C.","U.S. News & World Report","usnews","News Media","https://www.allsides.com/news-source/us-news-and-world-report",72," Moderate
Liberal"
"165",981,"1055237533284687877.jpg","1055237533284687877",1,1,"1055237533284687877",3085,16935292,"Trump Admits No Evidence of Middle Easterners in Migrant Caravan https://t.co/fJXKMO74jK https://t.co/4gOzHnJjEp","2018-10-24T23:20:07.000Z","New York","Democracy Now!","democracynow",NA,NA,NA,NA
"166",1006,"1057205482744475648.jpg","1057205482744475648",1,1,"1057205482744475648",5315,2884771,"Fox News Guest claims migrant caravan carries ""leprosy,"" will ""infect our people,"" offers no evidence https://t.co/7TmyvHHVzX https://t.co/VViIkYXsnr","2018-10-30T09:40:03.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"167",1008,"1462186545000112134.jpg","1462186545000112134",3,1,"1462186545000112134",3303,1652541,"Struggling Venezuelans put faith in latest Mexico migrant caravan https://t.co/x8iBakM39C https://t.co/20N0R6poEy","2021-11-20T22:30:13.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"168",1011,"1059085157330796544.jpg","1059085157330796544",3,1,"1059085157330796544",789,14662354,"Militia members scout border town ahead of migrant caravan https://t.co/dTyyWk6uFF https://t.co/zrLcZBW0G4","2018-11-04T14:09:13.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"169",1018,"981167916790902785.jpg","981167916790902785",1,1,"981167916790902785",4386,1209936918,"Mexico Responds to President Trump’s Threats Over Migrant Caravan - https://t.co/MRCwaOAYmL #OANN https://t.co/q2FpjexQvj","2018-04-03T13:53:55.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"170",1023,"1054795609100570624.jpg","1054795609100570624",0,1,"1054795609100570624",4307,14148802,"Readers React | Migrant caravan: Which party benefits most from coverage of crisis? https://t.co/ifbj7pw8RZ https://t.co/9qkLTvvB27","2018-10-23T18:04:05.000Z","San Diego, CA","The San Diego Union-Tribune","sdut","News Media","https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0",72," Moderate
Liberal"
"171",1028,"1068624493537648641.jpg","1068624493537648641",1,1,"1068624493537648641",120,17446621,"#Roma Mexico screening canceled because proceeds were designated for migrant caravan https://t.co/UOBK3ZdVs6 https://t.co/aMHaZ32m7a","2018-11-30T21:55:07.000Z","Hollywood, CA","The Hollywood Reporter","THR","News Media","https://www.allsides.com/news-source/hollywood-reporter-media-bias",72," Moderate
Liberal"
"172",1041,"1052443098431856641.jpg","1052443098431856641",1,1,"1052443098431856641",2237,9763482,"Trump threatens Honduras over U.S.-bound caravan with 2,000 migrants 
 https://t.co/hR7qAGFUwo https://t.co/1smWrT2A7a","2018-10-17T06:16:02.000Z","New York / fb.com/nydailynews","New York Daily News","NYDailyNews","News Media","https://www.allsides.com/news-source/new-york-daily-news",71,"  Very
Liberal"
"173",1044,"1059538714551111680.jpg","1059538714551111680",3,1,"1059538714551111680",242,2361224263,"""In the days of the Ellis Island immigration you had to have a job waiting for you and a sponsor who would be personally responsible for your actions. It was a measure to provide assurance that you would not become a burden on society."" 

Reader feedback: https://t.co/bCmgfJtiFb https://t.co/X8ibPsd1m6","2018-11-05T20:11:29.000Z","Washington, DC","The Daily Signal","DailySignal","News Media","https://www.allsides.com/news-source/daily-signal",75,"Very
Conservative"
"174",1050,"1067522836141551616.jpg","1067522836141551616",0,1,"1067522836141551616",139,4081106480,"‘It is shocking that I have to explain this’: DHS Secretary Dispels Myths About Migrant Caravan https://t.co/Bzz2vCvxlF https://t.co/wjxres1Tfs","2018-11-27T20:57:32.000Z","Nashville, USA","Daily Wire","realDailyWire","News Media","https://www.allsides.com/news-source/daily-wire",75,"Very
Conservative"
"175",1054,"1079723058678693888.jpg","1079723058678693888",0,1,"1079723058678693888",3050,6134882,"In this shot, Luis Acosta holds 5-year-old Angel Jesus as they cross Suchiate River, which separates Guatemala and Mexico. They are part of the migrant caravan that set off from Central America with the aim reaching the US. https://t.co/V1Z5pFmAPp","2018-12-31T12:56:52.000Z","Germany","DW News","dwnews","News Media","https://www.allsides.com/news-source/deutsche-welle-media-bias",73,"Moderate"
"176",1059,"1059208387802681345.jpg","1059208387802681345",1,1,"1059208387802681345",3072,1289321,"Much of fatigued migrant caravan heads for Mexico City https://t.co/y6grbobFFY https://t.co/seRZRKsHGT","2018-11-04T22:18:53.000Z","East Bay","East Bay Times","EastBayTimes","News Media","https://www.allsides.com/news-source/east-bay-times",72," Moderate
Liberal"
"177",1071,"1062457662082813954.jpg","1062457662082813954",2,1,"1062457662082813954",3486,1652541,"U.S. lays barbed wire at border as migrant caravan draws closer https://t.co/hvhMaGPKfe https://t.co/9HPrTu64CX","2018-11-13T21:30:20.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"178",1073,"1059216564564574208.jpg","1059216564564574208",1,1,"1059216564564574208",5250,1209936918,"Migrant Caravan Splits Into Groups, Some Return Home - https://t.co/3iSjr4nsfH #OAN https://t.co/kvwyrczh8h","2018-11-04T22:51:22.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"179",1076,"1069356535204204544.jpg","1069356535204204544",1,1,"1069356535204204544",3727,19605981,"While many in the migrant caravan are fleeing violence at home, almost all are fleeing drought and hunger in large part due to climate change https://t.co/FznPWfCcqT https://t.co/xznrBwCG1r","2018-12-02T22:24:00.000Z","United States","Truthout","truthout","News Media","https://www.allsides.com/news-source/truthout",72," Moderate
Liberal"
"180",1082,"1057743039404433408.jpg","1057743039404433408",4,1,"1057743039404433408",2076,9763482,"BREAKING: Trump claims he may send 15,000 troops to U.S. border in latest fear-mongering attack on migrant caravan
https://t.co/TLnHAKDTA1 https://t.co/dzliGGJq6S","2018-10-31T21:16:07.000Z","New York / fb.com/nydailynews","New York Daily News","NYDailyNews","News Media","https://www.allsides.com/news-source/new-york-daily-news",71,"  Very
Liberal"
"181",1086,"1062803367863484416.jpg","1062803367863484416",1,1,"1062803367863484416",4218,14780915,"A group of LGBTQ migrants is the first part of the so-called caravan to reach the border https://t.co/SznbOaKPzL https://t.co/7x5Pt5biIo","2018-11-14T20:24:03.000Z","New York, New York","Rolling Stone","RollingStone","News Media","https://www.allsides.com/news-source/rolling-stone",71,"  Very
Liberal"
"182",1087,"1074871973166104576.jpg","1074871973166104576",0,1,"1074871973166104576",3421,1652541,"Migrant woman who fled tear gas at U.S. border stopped in group asking asylum https://t.co/FWiuKY2c0b https://t.co/dIKkDlzhtM","2018-12-18T03:40:23.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"183",1104,"1058720454238715905.jpg","1058720454238715905",1,1,"1058720454238715905",1621,15012486,"Veracruz governor withdraws offer to send buses that would take migrant caravan to Mexico City https://t.co/q6amCn9OlA https://t.co/FWhJ5JYMMF","2018-11-03T14:00:01.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"184",1117,"1085717869923573760.jpg","1085717869923573760",3,1,"1085717869923573760",581,14662354,"New migrant caravan of 1,700 Hondurans heads to Mexico border, set sights on U.S.

https://t.co/9lseklnzlv https://t.co/JDcAujFBhN","2019-01-17T01:58:06.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"185",1119,"990950288503787520_4.jpg","990950288503787520_4",1,1,"990950288503787520",1406,110396781,"Members of a Central American migrant caravan slept outside the San Diego border crossing in Mexico last night after U.S. officials told them the facility was full.

The group - which includes women, children and transgender individuals - are trying to seek asylum in the U.S. https://t.co/zAXqW2syUo","2018-04-30T13:45:34.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"186",1120,"1351137721381761026_1.jpg","1351137721381761026_1",3,1,"1351137721381761026",4133,6039302,"‘We’re starving’: U.S.-bound migrant caravan hunkers down after Guatemala crackdown https://t.co/zbwuJcmDrp https://t.co/AvwQBbjMyK","2021-01-18T12:01:50.000Z","St. Louis, Mo.","St. Louis Post-Dispatch","stltoday","News Media","https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias",73,"Moderate"
"187",1123,"1067472241057705984.jpg","1067472241057705984",4,1,"1067472241057705984",5155,1209936918,"Pres Trump: migrant caravan using children as human shields - https://t.co/6nnTlBoo5T #OANN https://t.co/dZL7t4zSCk","2018-11-27T17:36:29.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"188",1124,"982195725432832002.jpg","982195725432832002",1,1,"982195725432832002",1789,2488541,"Migrant caravan gets ‘broken up’ by Mexican visas https://t.co/GWIh2Wlmeu https://t.co/I9pLQy8HZ8","2018-04-06T09:58:03.000Z","Boston, MA","Boston Herald","bostonherald","News Media","https://www.allsides.com/news-source/boston-herald-media-bias",74,"Moderate
Conservative"
"189",1126,"1057017658313330688.jpg","1057017658313330688",1,1,"1057017658313330688",1249,110396781,"◾️ Troops being sent to U.S.-Mexico border: 5,200
◾️ Estimated size of migrant caravan: 3,500
◾️ Estimated # children in caravan: 2,300
◾️ Troops already stationed at border: 2,092
◾️ Miles between caravan and border: 1,000 https://t.co/Op65ZlFfZV","2018-10-29T21:13:42.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"190",1136,"1054931708343148545.jpg","1054931708343148545",3,1,"1054931708343148545",4598,39308549,"Trump’s Comments On Migrant Caravan Raise A Question — Are ‘Middle Easterners’ Being Smuggled Across The Southwest Border? https://t.co/6AHp6HHDaI https://t.co/QgAvWvLEAI","2018-10-24T03:04:53.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"191",1141,"990655742695936002.jpg","990655742695936002",0,1,"990655742695936002",2559,759251,"A caravan of hundreds of migrants is expected to reach the US-Mexico border Sunday afternoon after a monthlong trip from Central America that has sparked the ire of President Trump https://t.co/bJSIZfvH5q https://t.co/neh3m0ML8r","2018-04-29T18:15:09.000Z",NA,"CNN","CNN","News Media","https://www.allsides.com/news-source/cnn-media-bias",71,"  Very
Liberal"
"192",1154,"1054537964989149185.jpg","1054537964989149185",1,1,"1054537964989149185",4311,15164565,"Mexico isn’t lenient toward Central American migrants. Just the opposite: https://t.co/OY2nG21Gl3 https://t.co/8I4eypebbc","2018-10-23T01:00:17.000Z",NA,"Slate","Slate","News Media","https://www.allsides.com/news-source/slate",71,"  Very
Liberal"
"193",1155,"990039337537605633_2.jpg","990039337537605633_2",2,1,"990039337537605633",2940,1367531,"Central American migrants look at the U.S.-Mexico border. They are part of a 'caravan' that has been traveling through Mexico and are expected to seek asylum in the U.S. this weekend. https://t.co/zqHfq7rglc https://t.co/2MgdoJYHXp","2018-04-28T01:25:46.000Z","U.S.A.","Fox News","FoxNews","News Media","https://www.allsides.com/news-source/fox-news-media-bias",75,"Very
Conservative"
"194",1157,"1059677953200668673.jpg","1059677953200668673",1,1,"1059677953200668673",5245,298158534,"Why Trump might be right about the migrant caravan https://t.co/QcjdGpkIlf https://t.co/7f50IPYPaO","2018-11-06T05:24:46.000Z","New York, New York","NY Post Opinion","NYPostOpinion","News Media","https://www.allsides.com/news-source/new-york-post-opinion-media-bias",75,"Very
Conservative"
"195",1166,"1089177972609871873.jpg","1089177972609871873",0,1,"1089177972609871873",4415,39308549,"Trump Makes The Case For A Wall As Third Central American Migrant Caravan Heads North https://t.co/BcHKJE9gE9 https://t.co/vkzNjz0qRG","2019-01-26T15:07:19.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"196",1169,"1055540749285056512.jpg","1055540749285056512",1,1,"1055540749285056512",3996,19605981,"Migrant Caravan Members Have the Right to Choose Their Asylum Country https://t.co/dOZB1KlnEq https://t.co/hI7fH6fLfa","2018-10-25T19:25:00.000Z","United States","Truthout","truthout","News Media","https://www.allsides.com/news-source/truthout",72," Moderate
Liberal"
"197",1173,"989335864114401281.jpg","989335864114401281",0,1,"989335864114401281",3613,1652541,"Migrant 'caravan' at U.S.-Mexico border prepares for mass crossing https://t.co/lH0pEb8m5M https://t.co/fYl7zyJKSc","2018-04-26T02:50:25.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"198",1178,"1057079285331189760.jpg","1057079285331189760",1,1,"1057079285331189760",4769,14192680,"White House prepares large troop deployment to deter migrant caravan, via @washingtonpost 
https://t.co/lZlJVLQTmk https://t.co/UoqF4BmuBU","2018-10-30T01:18:35.000Z","New Orleans, LA","NOLA.com","NOLAnews","News Media","https://www.allsides.com/news-source/times-picayune",73,"Moderate"
"199",1179,"1067083820040667136.jpg","1067083820040667136",4,1,"1067083820040667136",4479,39308549,"Lindsey Graham Attributes Caravan Ignorance To Trump Derangement Syndrome https://t.co/StHt1Lvg3I https://t.co/mgtB7krTtl","2018-11-26T15:53:02.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"200",1180,"1064868143242387456.jpg","1064868143242387456",1,1,"1064868143242387456",4503,39308549,"Judge stops Trump asylum ban as migrant caravan nears https://t.co/vNUUBsdRZY https://t.co/ZOLLJ3LibM","2018-11-20T13:08:44.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"201",1194,"1120424786583101440.jpg","1120424786583101440",1,1,"1120424786583101440",4136,17348525,"Mexican police detain hundreds of Central Americans in the largest single raid on a migrant caravan. https://t.co/VHQ8U74rUF https://t.co/fK3WDtX9NQ","2019-04-22T20:31:00.000Z","Minneapolis, MN","Star Tribune","StarTribune","News Media","https://www.allsides.com/news-source/star-tribune-media-bias",72," Moderate
Liberal"
"202",1195,"1054175252907999232.jpg","1054175252907999232",0,1,"1054175252907999232",2203,18510860,"Trump Warns Of “Onslaught of Illegal Aliens” in Migrant Caravan https://t.co/UK2uokQQjM https://t.co/L3JZ6Ee8cP","2018-10-22T00:59:00.000Z",NA,"Mother Jones","MotherJones","News Media","https://www.allsides.com/news-source/mother-jones-bias",71,"  Very
Liberal"
"203",1204,"1068353971595677697.jpg","1068353971595677697",1,1,"1068353971595677697",629,15935927,"“In choosing to get up and go, these are people moving toward autonomy and self-determination, acting out their sovereignty.” https://t.co/iqZdQe1d5W https://t.co/nVAxdwKIc6","2018-11-30T04:00:10.000Z","Seattle, WA","YES! Magazine","yesmagazine","News Media","https://www.allsides.com/news-source/yes-magazine",71,"  Very
Liberal"
"204",1206,"1067545232491724800.jpg","1067545232491724800",0,1,"1067545232491724800",138,4081106480,"But The Children: Hispanic Babies Murdered In Abortion Far Outnumber Those Tear-Gassed In Migrant | @PaulBois39 Caravan https://t.co/zuYFV8uDrd https://t.co/qxXiY3vIjL","2018-11-27T22:26:32.000Z","Nashville, USA","Daily Wire","realDailyWire","News Media","https://www.allsides.com/news-source/daily-wire",75,"Very
Conservative"
"205",1208,"1052053715614650369.jpg","1052053715614650369",3,1,"1052053715614650369",1741,7313362,"Hundreds of Honduran migrants surged over the Guatemalan border Monday hoping to make it to new lives in the United States, far from the poverty and violence of their home country. https://t.co/YqlqB6otQK https://t.co/UjVONhkumy","2018-10-16T04:28:46.000Z","Chicago, IL","Chicago Tribune","chicagotribune","News Media","https://www.allsides.com/news-source/chicago-tribune",73,"Moderate"
"206",1209,"1054018121059708928.jpg","1054018121059708928",3,1,"1054018121059708928",1835,14662354,"Homeland Security warns of cartels' role in migrant caravan https://t.co/kDOpo4xMB7 https://t.co/x3DtxnzJoA","2018-10-21T14:34:37.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"207",1214,"1052207824896323585.jpg","1052207824896323585",1,1,"1052207824896323585",3598,14792049,"Trump Threatens to Cut Off All Aid to Honduras Over Migrant Caravan https://t.co/3644JG40S6 https://t.co/4dufnJBALY","2018-10-16T14:41:09.000Z","USA","PoliticusUSA","politicususa","News Media","https://www.allsides.com/news-source/politicususa",71,"  Very
Liberal"
"208",1221,"1111645002210390017.jpg","1111645002210390017",1,1,"1111645002210390017",4407,95431448,"Mexico is bracing for the possible arrival of the ‘‘mother of all caravans,’’ even as doubts arise over whether the group of Central American migrants will be all that big. https://t.co/DW1iU01nFR https://t.co/CVlcnTL6U7","2019-03-29T15:03:16.000Z","Boston, MA","The Boston Globe","BostonGlobe","News Media","https://www.allsides.com/news-source/boston-globe",71,"  Very
Liberal"
"209",1231,"1061094868728991744.jpg","1061094868728991744",2,1,"1061094868728991744",4228,14148802,"As migrant caravan heads to Tijuana, ‘all contingencies on the table’ as feds plan for worst https://t.co/Qv8YntrI0n https://t.co/iPJmT1noEt","2018-11-10T03:15:05.000Z","San Diego, CA","The San Diego Union-Tribune","sdut","News Media","https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0",72," Moderate
Liberal"
"210",1233,"1111139863045304320.jpg","1111139863045304320",3,1,"1111139863045304320",555,14662354,"Mexico to set up migrant caravan 'containment' belt: 'It's going to be a big change’ https://t.co/zpTCQ1NHcD https://t.co/fPcgmB3FCR","2019-03-28T05:36:01.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"211",1242,"990950288503787520_1.jpg","990950288503787520_1",1,1,"990950288503787520",1406,110396781,"Members of a Central American migrant caravan slept outside the San Diego border crossing in Mexico last night after U.S. officials told them the facility was full.

The group - which includes women, children and transgender individuals - are trying to seek asylum in the U.S. https://t.co/zAXqW2syUo","2018-04-30T13:45:34.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"212",1246,"1053967509907562496.jpg","1053967509907562496",3,1,"1053967509907562496",1840,14662354,"Migrant caravan re-forms in Mexico: 'We are going to reach the United States’ https://t.co/eSJIUXSuwV https://t.co/ZTxvWyTyq1","2018-10-21T11:13:30.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"213",1263,"991003577949749249_1.jpg","991003577949749249_1",2,1,"991003577949749249",5492,62872266,"Photos: Migrant Caravan is received by March Without Borders in Tijuana. https://t.co/PBcH5bwfNX https://t.co/5kNvWlzEKz","2018-04-30T17:17:19.000Z","Coachella Valley","The Desert Sun","MyDesert","News Media","https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias",73,"Moderate"
"214",1271,"1059143151548555265.jpg","1059143151548555265",4,1,"1059143151548555265",1616,15012486,"On @facethenation, Secretary of State Mike Pompeo defends Trump plan to send to troops to southern border https://t.co/aaPX8gaoOB https://t.co/jz7HGDjQUw","2018-11-04T17:59:39.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"215",1277,"1085946735346794496.jpg","1085946735346794496",2,1,"1085946735346794496",4419,39308549,"Child Sex Offender Nabbed Crossing The Border With Migrant Caravan Families https://t.co/iKQdxFH7XL https://t.co/lEifWN09hz","2019-01-17T17:07:32.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"216",1292,"1217563476442390528.jpg","1217563476442390528",3,1,"1217563476442390528",3377,1652541,"Mexico said latest migrant caravan won't pass - Guatemala president https://t.co/GYVZlNCd9C https://t.co/DfVx8XqGf5","2020-01-15T21:45:28.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
